Key_,County,Precinct,Population,White Single Race,Black Single Race,Native American Single Race,Asian Pacific Islander Single Race,Other Single Race,Multi Race,Hispanic,Non Hispanic,Any Part Black,Any Part Native American,Any Part Black or Native American,,Hispanic White Single Race,Hispanic Other Single Race,PL00VA_TOT,White Single Race,REG00G_TOT,White,Black,Native American,Other,Democrat,Republican,Liberitarian,Unaffiliated,White Democrat,White Republican,WhiteLibertarian,White Unaffiliated,Black Democrat,Black Republican,Black Libertarian,Black Unaffiliated,Native American Democrat,Native American Republican,Native American Libretarian,Nnative American Unaffiliated,Other Democrat,Other Republican,Other Libretarian,Other Unaffiliated,Male,Female,18-25,26-40,41-65,66+
37.181.2367,Vance,NORTH HENDERSON 1,3977,579,3273,7,21,69,28,119,3858,3261,9,4,28,22,68,2788,467,2002,409,1569,2,22,1709,158,0,135,270,94,0,45,1419,63,0,87,1,1,0,0,19,0,0,3,736,1266,184,657,767,394
37.181.2368,Vance,NORTH HENDERSON 2,1177,617,489,2,3,52,14,97,1080,488,3,1,1,32,52,912,497,659,388,267,1,3,520,87,1,51,266,84,1,37,250,3,0,14,1,0,0,0,3,0,0,0,301,358,46,205,293,115
37.181.2369,Vance,SOUTH HENDERSON 1,4008,1479,2324,15,7,137,46,376,3632,2323,19,2,21,200,137,2811,1180,1746,856,872,1,17,1362,208,2,174,592,178,1,85,757,28,1,86,1,0,0,0,12,2,0,3,687,1059,155,490,727,374
37.181.2370,Vance,SOUTH HENDERSON 2,1784,986,693,0,7,78,20,238,1546,683,4,0,12,140,77,1235,732,731,444,280,0,7,558,107,0,66,306,92,0,46,246,15,0,19,0,0,0,0,6,0,0,1,317,414,81,189,341,120
37.181.2371,Vance,WEST HENDERSON 1,3523,2809,604,5,59,21,25,41,3482,604,7,2,5,12,19,2832,2335,2380,2090,265,3,22,1787,436,0,157,1533,420,0,137,240,7,0,18,2,1,0,0,12,8,0,2,1015,1365,158,556,1021,645
37.181.2372,Vance,WEST HENDERSON 2,1287,778,484,0,14,2,9,9,1278,490,0,0,2,4,2,1053,660,632,402,217,0,13,471,106,0,55,269,98,0,35,194,6,0,17,0,0,0,0,8,2,0,3,254,378,80,134,292,126
37.181.2373,Vance,DABNEY,2438,1589,783,1,13,24,28,83,2355,785,3,7,4,47,23,1775,1190,1230,911,308,1,10,858,259,0,113,576,247,0,88,275,11,0,22,1,0,0,0,6,1,0,3,563,667,98,358,617,157
37.181.2374,Vance,HILLTOP,1144,559,558,1,13,6,7,15,1129,558,2,0,2,4,6,905,460,753,366,380,1,6,581,113,1,58,228,101,1,36,349,12,0,19,1,0,0,0,3,0,0,3,311,442,70,212,330,141
37.181.2375,Vance,KITTRELL,4667,2910,1649,14,8,47,39,103,4564,1644,17,6,17,23,43,3383,2192,2676,1597,1049,5,25,1973,439,2,262,1035,385,1,176,920,49,1,79,3,1,0,1,15,4,0,6,1228,1448,365,978,1022,311
37.181.2376,Vance,MIDDLEBURG,3390,1572,1758,8,4,32,16,62,3328,1740,15,1,23,7,29,2477,1244,1950,1062,870,1,17,1467,319,2,162,653,296,2,111,802,22,0,46,1,0,0,0,11,1,0,5,871,1079,152,575,940,283
37.181.2377,Vance,SANDY SCREEK,5896,3394,2343,8,3,99,49,240,5656,2330,12,11,29,104,99,4169,2532,2383,1669,701,0,13,1715,428,0,240,1094,393,0,182,612,32,0,57,0,0,0,0,9,3,0,1,1047,1336,238,767,1089,289
37.181.2378,Vance,TOWNSVILLE,1065,448,581,0,5,19,12,42,1023,577,0,0,8,7,19,819,381,906,385,517,1,3,735,117,0,54,244,104,0,37,488,12,0,17,1,0,0,0,2,1,0,0,406,500,82,253,415,156
37.181.2379,Vance,WATKINS,639,575,49,0,6,0,9,4,635,49,0,1,0,4,0,494,450,411,386,22,0,3,291,81,0,39,270,79,0,37,20,1,0,1,0,0,0,0,1,1,0,1,200,211,37,92,229,53
37.181.2380,Vance,WILLIAMSBORO,2792,1186,1549,2,7,31,17,44,2748,1554,8,0,3,10,29,2064,935,1576,694,870,2,10,1245,196,0,135,427,177,0,90,807,19,0,44,2,0,0,0,9,0,0,1,706,870,164,450,756,206
37.183.2381,Wake,1-Jan,2803,1933,651,13,61,94,51,198,2605,669,24,6,2,98,91,2439,1729,2255,1734,472,8,41,1247,453,6,549,829,426,6,473,395,16,0,61,4,0,0,4,19,11,0,11,1168,1087,402,1123,544,186
37.183.2382,Wake,2-Jan,3342,3120,97,1,60,22,42,56,3286,96,14,10,3,31,18,3053,2857,2354,2226,70,4,54,1194,620,10,530,1114,600,9,503,52,6,0,12,2,1,1,0,26,13,0,15,985,1369,535,932,600,287
37.183.2383,Wake,3-Jan,2320,2229,58,3,9,4,17,27,2293,61,9,1,0,22,2,1870,1795,2063,1982,64,0,17,1139,661,3,260,1078,654,3,247,52,6,0,6,0,0,0,0,9,1,0,7,932,1131,172,692,832,367
37.183.2384,Wake,4-Jan,1305,1261,20,0,5,10,9,20,1285,21,5,0,0,10,10,1078,1041,1173,1142,20,0,11,634,377,3,159,615,371,3,153,16,1,0,3,0,0,0,0,3,5,0,3,494,679,82,428,430,233
37.183.2385,Wake,5-Jan,1366,1264,95,2,4,1,0,8,1358,94,2,0,1,6,1,1083,988,1068,1051,13,1,3,562,392,0,114,550,388,0,113,10,2,0,1,0,1,0,0,2,1,0,0,479,589,102,330,479,157
37.183.2386,Wake,6-Jan,2542,2325,141,4,33,4,35,33,2509,141,13,4,2,25,3,2395,2197,2530,2378,121,2,29,1297,703,5,525,1188,685,5,500,94,10,0,17,1,0,0,1,14,8,0,7,1085,1445,181,1348,669,332
37.183.2387,Wake,7-Jan,1562,1193,318,3,14,8,26,32,1530,322,13,1,1,22,6,1409,1062,1425,1168,239,2,16,935,239,4,247,726,218,4,220,198,16,0,25,0,1,0,1,11,4,0,1,673,752,131,456,569,269
37.183.2388,Wake,9-Jan,1256,1200,16,4,22,7,7,16,1240,18,6,0,0,7,7,1090,1041,1167,1126,22,3,16,615,326,2,224,588,318,2,218,19,0,0,3,2,0,0,1,6,8,0,2,527,640,70,597,358,142
37.183.2389,Wake,10-Jan,1723,1677,12,3,10,5,16,9,1714,14,6,0,0,2,4,1353,1325,1392,1370,12,0,10,774,432,1,185,758,428,1,183,10,1,0,1,0,0,0,0,6,3,0,1,629,763,82,541,593,176
37.183.2390,Wake,11-Jan,2389,2362,3,1,9,4,10,9,2380,3,4,0,0,7,2,1778,1759,2042,2023,7,1,11,999,855,0,188,989,849,0,185,5,2,0,0,1,0,0,0,4,4,0,3,972,1070,173,447,958,464
37.183.2391,Wake,12-Jan,2410,1962,318,5,35,60,30,123,2287,326,13,1,1,60,59,2087,1785,1903,1735,148,2,18,1055,471,11,366,922,465,11,337,125,2,0,21,0,0,0,2,8,4,0,6,846,1057,156,883,493,371
37.183.2392,Wake,13-Jan,2012,1299,616,7,13,24,53,64,1948,624,14,2,8,31,23,1652,1137,1590,1110,457,2,21,1015,277,4,294,625,261,3,221,379,15,1,62,1,0,0,1,10,1,0,10,721,869,154,636,513,287
37.183.2393,Wake,14-Jan,3884,2547,1162,10,36,65,64,129,3755,1172,23,14,8,53,59,3291,2294,3027,2239,728,10,50,1814,555,14,644,1232,492,13,502,554,48,1,125,5,3,0,2,23,12,0,15,1327,1700,369,1348,998,312
37.183.2394,Wake,15-Jan,2262,1811,309,0,59,46,37,98,2164,323,6,0,4,48,43,1888,1568,1679,1530,121,1,27,859,595,1,224,746,583,1,200,101,5,0,15,0,1,0,0,12,6,0,9,690,989,103,360,588,628
37.183.2395,Wake,16-Jan,3821,3071,468,12,92,108,70,316,3505,478,20,2,10,184,104,3200,2650,2856,2548,251,2,55,1545,808,12,491,1322,789,12,425,197,10,0,44,1,0,0,1,25,9,0,21,1261,1595,345,829,1090,592
37.183.2396,Wake,17-Jan,1119,1068,30,0,7,2,12,13,1106,33,1,2,0,9,2,873,838,896,874,16,0,6,460,316,4,116,446,311,4,113,12,2,0,2,0,0,0,0,2,3,0,1,437,459,54,218,361,263
37.183.2397,Wake,18-Jan,5061,3354,920,25,155,514,93,1310,3751,918,31,9,33,716,507,3979,2688,2996,2364,562,2,68,1373,1055,8,560,887,1000,8,469,447,41,0,74,2,0,0,0,37,14,0,17,1400,1596,290,1091,1298,317
37.183.2398,Wake,19-Jan,3546,257,2770,9,15,435,60,604,2942,2777,10,3,26,119,435,2581,207,2032,122,1888,4,18,1753,101,2,176,79,26,0,17,1658,72,2,156,3,0,0,1,13,3,0,2,807,1225,193,686,872,281
37.183.2399,Wake,20-Jan,2926,252,2516,20,23,51,64,154,2772,2514,24,20,30,53,46,2288,230,1592,109,1475,2,6,1281,114,4,193,49,29,2,29,1227,85,2,161,1,0,0,1,4,0,0,2,651,941,154,498,632,308
37.183.2400,Wake,21-Jan,4751,1616,2441,25,83,451,135,735,4016,2442,38,21,53,184,447,3475,1396,2392,1131,1213,3,45,1558,418,6,410,521,356,6,248,1010,53,0,150,2,0,0,1,25,9,0,11,1070,1322,317,1103,749,223
37.183.2401,Wake,22-Jan,6246,465,5477,11,8,224,61,769,5477,5302,13,18,209,335,219,4476,336,3851,104,3725,3,19,3357,172,0,322,55,29,0,20,3283,141,0,301,2,1,0,0,17,1,0,1,1568,2283,405,1337,1695,414
37.183.2402,Wake,23-Jan,11144,7944,2100,92,703,116,189,264,10880,2121,124,21,29,105,111,10962,7865,5486,3992,1289,20,185,2273,1513,31,1669,1189,1399,28,1376,982,54,3,250,13,0,0,7,89,60,0,36,3171,2315,2890,2149,375,72
37.183.2403,Wake,25-Jan,1716,88,1554,14,2,13,45,77,1639,1559,16,15,19,39,13,916,81,604,17,583,1,3,472,47,0,85,8,3,0,6,462,43,0,78,0,0,0,1,2,1,0,0,149,455,124,269,169,42
37.183.2404,Wake,26-Jan,5821,827,4556,66,24,226,122,433,5388,4552,99,41,38,148,212,4713,774,3346,93,3212,3,38,2749,160,2,435,49,27,2,15,2667,131,0,414,3,0,0,0,30,2,0,6,1317,2029,1099,1237,703,307
37.183.2405,Wake,27-Jan,2890,1702,772,15,22,336,43,591,2299,776,19,5,1,235,332,2395,1433,1555,1077,434,3,41,1026,216,7,306,640,194,6,237,358,19,1,56,2,1,0,0,26,2,0,13,737,818,134,665,570,186
37.183.2406,Wake,28-Jan,5399,1327,3803,12,34,96,127,184,5215,3826,23,22,43,48,83,3812,1195,3409,1158,2200,11,40,2594,373,4,438,677,288,3,190,1889,74,1,236,8,2,0,1,20,9,0,11,1478,1931,331,1260,1338,480
37.183.2407,Wake,29-Jan,2653,2579,32,0,22,1,19,18,2635,34,4,0,0,13,1,2124,2067,2363,2332,20,0,11,1343,776,3,241,1323,772,3,234,13,1,0,6,0,0,0,0,7,3,0,1,1060,1303,182,527,1064,590
37.183.2408,Wake,30-Jan,1613,1542,30,1,18,0,22,13,1600,30,12,5,0,12,0,1242,1193,1378,1333,24,1,20,696,496,2,184,671,485,2,175,16,5,0,3,1,0,0,0,8,6,0,6,679,699,99,342,635,302
37.183.2409,Wake,31-Jan,7312,4101,1776,47,647,525,216,967,6345,1769,63,17,53,352,505,6293,3829,4353,3098,1065,16,174,1928,1151,26,1248,992,1069,24,1013,842,45,2,176,3,5,0,8,91,32,0,51,2329,2024,1436,2129,614,174
37.183.2410,Wake,Jan-32,3718,2740,474,11,245,191,57,287,3431,471,30,0,7,78,187,3224,2467,2635,2298,262,4,71,1193,769,9,664,947,742,8,601,212,12,1,37,1,0,0,3,33,15,0,23,1334,1301,460,1299,605,271
37.183.2411,Wake,Jan-33,2216,1726,145,8,260,6,71,54,2162,171,12,0,0,47,3,1727,1387,1599,1499,50,3,47,915,401,6,277,853,383,6,257,37,5,0,8,2,1,0,0,23,12,0,12,756,843,144,432,704,319
37.183.2412,Wake,Jan-34,3118,135,2861,8,2,63,49,206,2912,2848,13,7,45,92,63,2510,95,2547,26,2497,1,23,2142,89,0,316,14,2,0,10,2109,84,0,304,1,0,0,0,18,3,0,2,979,1568,865,931,500,251
37.183.2413,Wake,Jan-35,4378,243,3677,18,9,327,104,552,3826,3695,18,21,23,163,320,3170,181,2570,69,2478,3,20,2224,95,2,249,49,8,0,12,2160,83,2,233,3,0,0,0,12,4,0,4,995,1575,243,871,925,531
37.183.2414,Wake,Jan-36,2972,2199,493,9,71,152,48,416,2556,507,10,0,3,251,149,2305,1737,1999,1756,214,2,27,986,732,3,278,812,704,3,237,161,17,0,36,0,2,0,0,13,9,0,5,906,1093,179,763,746,311
37.183.2415,Wake,Jan-37,2461,2199,153,4,70,13,22,41,2420,157,11,2,3,25,12,1954,1747,1994,1866,97,2,29,974,694,4,322,880,682,4,300,81,2,0,14,1,1,0,0,12,9,0,8,960,1034,167,544,910,373
37.183.2416,Wake,Jan-38,3311,2208,762,12,147,115,67,167,3144,779,18,1,4,55,99,2546,1804,2341,1861,420,2,58,1249,683,3,406,872,641,3,345,355,22,0,43,2,0,0,0,20,20,0,18,1110,1231,205,748,1111,277
37.183.2417,Wake,Jan-39,4074,3069,712,14,152,56,71,147,3927,734,26,7,14,86,45,3296,2558,3149,2625,456,2,66,1399,997,11,742,987,970,11,657,377,14,0,65,1,1,0,0,34,12,0,20,1420,1729,380,1432,1136,201
37.183.2418,Wake,Jan-40,6197,846,4665,22,62,435,167,712,5485,4693,39,13,29,189,418,4637,699,3405,520,2831,4,50,2687,287,2,429,213,180,2,125,2444,99,0,288,2,0,0,2,28,8,0,14,1444,1961,429,1351,1320,305
37.183.2419,Wake,Jan-41,3852,3164,214,37,318,69,50,143,3709,224,41,0,6,52,63,3524,2935,2419,2153,188,5,73,1021,772,7,619,834,742,7,570,144,11,0,33,1,2,0,2,42,17,0,14,1280,1139,732,1000,553,134
37.183.2420,Wake,Jan-42,3733,3277,249,5,148,18,36,55,3678,263,5,1,3,35,14,2868,2547,3055,2809,179,3,64,1085,1400,4,566,926,1368,4,511,143,8,0,28,0,1,0,2,16,23,0,25,1444,1611,289,771,1659,336
37.183.2421,Wake,Jan-43,3707,2595,651,10,121,191,139,485,3222,655,15,4,50,226,181,3126,2254,2739,2324,351,3,61,1174,926,7,632,865,893,7,559,274,21,0,56,1,0,0,2,34,12,0,15,1313,1426,326,1292,837,284
37.183.2422,Wake,Jan-44,5196,3553,1271,14,92,171,95,350,4846,1282,18,1,26,144,158,4194,3023,3801,3051,673,8,69,1741,1329,5,726,1163,1286,3,599,545,22,2,104,6,1,0,1,27,20,0,22,1650,2151,392,1518,1491,400
37.183.2423,Wake,Jan-45,3255,2221,568,16,94,243,113,579,2676,581,19,5,32,264,237,2555,1782,2127,1749,322,4,52,944,746,6,431,663,714,6,366,260,13,0,49,0,2,0,2,21,17,0,14,1000,1127,215,817,899,196
37.183.2424,Wake,Jan-46,5925,2082,2982,14,312,358,177,703,5222,3003,25,10,59,272,338,4474,1744,3405,1755,1549,5,96,1966,700,17,722,645,618,15,477,1279,51,2,217,2,3,0,0,40,28,0,28,1551,1854,428,1768,1057,152
37.183.2425,Wake,Jan-47,3089,2822,145,2,81,13,26,45,3044,146,7,0,2,22,12,2195,2007,2292,2155,91,0,46,850,1009,3,430,765,987,3,400,70,3,0,18,0,0,0,0,15,19,0,12,1107,1185,264,590,1272,166
37.183.2426,Wake,Jan-48,3248,2588,361,21,154,46,78,135,3113,371,27,6,10,76,45,2788,2263,2503,2190,259,5,49,1196,749,8,550,955,728,7,500,213,12,1,33,3,1,0,1,25,8,0,16,1221,1282,415,1111,770,207
37.183.2427,Wake,Jan-49,3645,2278,743,18,79,364,163,980,2665,746,23,10,22,534,355,3011,1954,2111,1599,434,8,70,976,632,15,488,597,590,14,398,338,19,1,76,5,3,0,0,36,20,0,14,954,1157,315,1176,538,82
37.183.2428,Wake,Jan-51,1604,1386,130,2,25,37,24,59,1545,132,8,0,0,25,32,1240,1089,1217,1106,83,1,27,522,485,1,209,439,470,1,196,69,6,0,8,1,0,0,0,13,9,0,5,565,652,104,324,596,193
37.183.2429,Wake,1-Feb,3887,3425,225,6,177,10,44,62,3825,226,16,1,3,48,7,2808,2473,2931,2701,134,1,95,929,1324,5,673,792,1278,5,626,101,15,0,18,1,0,0,0,35,31,0,29,1444,1487,323,695,1725,188
37.183.2430,Wake,2-Feb,4221,3862,254,0,60,17,28,41,4180,256,6,4,0,27,14,2984,2732,2951,2738,165,1,47,1007,1327,4,613,852,1306,4,576,139,5,0,21,1,0,0,0,15,16,0,16,1433,1518,230,935,1632,154
37.183.2431,Wake,3-Feb,3359,3190,66,3,53,20,27,52,3307,69,14,0,0,36,15,2298,2194,2440,2356,48,1,35,691,1262,4,483,649,1236,4,467,36,4,0,8,0,0,0,1,6,22,0,7,1214,1226,233,577,1488,142
37.183.2432,Wake,4-Feb,2460,2275,59,5,95,6,20,40,2420,59,8,0,1,31,2,1668,1553,1786,1690,47,4,45,514,900,7,365,463,876,7,344,37,4,0,6,2,2,0,0,12,18,0,15,898,888,167,372,1119,128
37.183.2433,Wake,5-Feb,1245,1151,35,0,44,0,15,28,1217,35,6,1,0,28,0,839,775,873,820,29,0,24,246,415,1,211,211,408,1,200,25,0,0,4,0,0,0,0,10,7,0,7,432,441,100,143,602,28
37.183.2434,Wake,6-Feb,3223,2935,133,6,109,10,30,42,3181,134,14,0,1,27,7,2077,1890,2259,2110,82,1,66,695,1133,6,425,599,1111,6,394,71,6,0,5,0,1,0,0,25,15,0,26,1132,1127,192,494,1442,131
37.183.2435,Wake,Mar-00,2160,1618,423,26,14,58,21,83,2077,423,31,5,4,19,55,1631,1216,1393,1122,245,10,16,665,503,2,223,425,486,2,209,225,9,0,11,10,0,0,0,5,8,0,3,680,713,119,413,726,135
37.183.2436,Wake,1-Apr,2419,2025,272,13,40,41,28,122,2297,284,18,1,2,90,29,1926,1676,1851,1715,108,4,24,839,658,7,347,747,644,7,317,82,2,0,24,2,1,0,1,8,11,0,5,783,1068,167,595,579,510
37.183.2437,Wake,2-Apr,4577,3383,462,21,245,381,85,729,3848,464,36,15,14,325,368,3538,2682,3016,2685,235,5,91,1333,1044,11,628,1107,1003,11,564,185,14,0,36,4,0,0,1,37,27,0,27,1420,1596,286,976,1363,391
37.183.2438,Wake,3-Apr,3410,2547,359,3,277,67,157,162,3248,367,20,2,15,69,63,2616,2005,2456,2160,213,4,79,896,885,9,666,698,857,9,596,162,9,0,42,2,1,0,1,34,18,0,27,1186,1270,364,1037,891,164
37.183.2439,Wake,4-Apr,3507,2384,490,25,247,205,156,817,2690,506,34,5,15,526,191,2747,1938,1908,1597,247,2,62,788,650,7,463,568,628,6,395,190,10,1,46,2,0,0,0,28,12,0,22,858,1050,265,765,705,173
37.183.2440,Wake,5-Apr,3455,2771,196,10,419,11,48,51,3404,204,19,0,0,44,6,2550,2094,2440,2194,132,11,103,1004,900,5,531,864,861,5,464,100,10,0,22,7,2,0,2,33,27,0,43,1217,1223,206,812,1218,204
37.183.2441,Wake,6-Apr,3545,3137,129,2,197,28,52,92,3453,144,6,6,2,55,27,2591,2301,2816,2618,86,3,109,980,1199,9,628,877,1160,9,572,68,5,0,13,1,1,0,1,34,33,0,42,1349,1467,241,817,1405,353
37.183.2442,Wake,7-Apr,3534,3326,45,0,125,6,32,44,3490,45,10,0,0,38,4,2608,2453,2775,2652,43,0,80,871,1351,4,549,796,1333,4,519,36,1,0,6,0,0,0,0,39,17,0,24,1379,1396,307,500,1608,360
37.183.2443,Wake,8-Apr,2998,2299,287,9,335,19,49,100,2898,299,12,3,1,77,14,2211,1712,2092,1775,223,1,93,711,760,8,613,493,720,8,554,187,10,0,26,1,0,0,0,30,30,0,33,1004,1088,210,1148,672,62
37.183.2444,Wake,9-Apr,6521,5309,493,35,460,71,153,255,6266,512,68,6,22,138,55,4763,3890,4313,3883,286,10,134,1373,1834,12,1094,1092,1773,11,1007,228,19,1,38,5,3,0,2,48,39,0,47,2056,2257,520,1837,1742,214
37.183.2445,Wake,10-Apr,3950,3439,140,5,285,35,46,91,3859,142,11,1,1,59,28,2773,2421,2694,2478,100,4,112,873,1137,6,678,757,1089,6,626,76,10,0,14,2,0,0,2,38,38,0,36,1307,1387,288,1150,1119,137
37.183.2446,Wake,11-Apr,5820,4005,781,30,604,228,172,468,5352,798,49,10,8,207,215,4443,3156,3629,3004,439,5,181,1336,1270,8,1015,925,1197,8,874,341,26,0,72,2,2,0,1,68,45,0,68,1792,1837,519,1831,1124,155
37.183.2447,Wake,12-Apr,3824,3413,107,6,209,31,58,66,3758,108,17,6,2,45,15,2820,2549,2849,2666,72,2,109,1088,1134,8,619,998,1093,8,567,58,8,0,6,2,0,0,0,30,33,0,46,1354,1495,273,874,1417,285
37.183.2448,Wake,13-Apr,5170,4073,255,11,740,27,64,105,5065,257,16,7,11,63,27,3417,2723,2935,2573,151,7,204,820,1339,4,772,632,1271,4,666,112,10,0,29,2,3,0,2,74,55,0,75,1443,1492,208,1250,1354,123
37.183.2449,Wake,14-Apr,2507,2319,73,12,43,17,43,97,2410,81,14,0,3,65,12,1829,1707,1822,1731,60,0,31,704,740,3,375,641,728,3,359,48,2,0,10,0,0,0,0,15,10,0,6,876,946,186,653,848,135
37.183.2450,Wake,15-Apr,2967,2642,127,11,116,34,37,70,2897,137,20,1,3,49,16,2121,1887,2072,1931,84,2,55,701,860,7,504,617,834,7,473,68,2,0,14,2,0,0,0,14,24,0,17,987,1085,191,951,863,67
37.183.2451,Wake,16-Apr,2974,2603,136,15,154,11,55,44,2930,139,26,7,0,30,10,2304,2044,2256,2094,90,3,69,792,872,10,582,699,845,10,540,67,7,0,16,2,0,0,1,24,20,0,25,1019,1237,173,843,1066,174
37.183.2452,Wake,17-Apr,2550,2112,162,7,199,17,53,67,2483,168,23,7,6,42,14,1976,1652,1816,1652,93,1,70,604,710,5,497,495,689,5,463,69,5,0,19,1,0,0,0,39,16,0,15,865,951,179,898,687,52
37.183.2453,Wake,18-Apr,2594,2042,138,5,340,20,49,65,2529,149,11,2,1,49,15,1845,1449,1710,1496,95,3,116,502,703,6,499,389,662,6,439,73,7,0,15,0,1,0,2,40,33,0,43,848,862,155,830,700,25
37.183.2454,Wake,19-Apr,2735,2312,114,5,241,16,47,59,2676,123,8,0,0,44,12,1753,1491,1686,1524,71,4,87,495,762,5,424,414,734,4,372,56,0,1,14,0,1,0,3,25,27,0,35,819,867,110,736,806,34
37.183.2455,Wake,May-00,10911,8906,846,34,867,100,158,314,10597,868,60,5,12,200,89,7966,6539,6760,5994,509,9,248,1936,3082,24,1718,1454,2975,24,1541,398,35,0,76,2,3,0,4,82,69,0,97,3292,3468,719,2886,2782,373
37.183.2456,Wake,1-Jun,4908,3404,1259,24,43,90,88,179,4729,1284,30,5,5,61,88,3470,2413,2851,2103,701,7,40,1279,1035,7,530,630,994,7,472,629,26,0,46,3,4,0,0,17,11,0,12,1329,1522,249,1410,1007,185
37.183.2457,Wake,2-Jun,5745,4501,1049,15,61,46,73,135,5610,1062,26,7,16,68,46,3919,3104,3715,3141,529,3,42,1231,1697,3,784,751,1664,3,723,455,20,0,54,3,0,0,0,22,13,0,7,1765,1950,283,1721,1589,122
37.183.2458,Wake,3-Jun,4904,3815,800,19,84,119,67,192,4712,813,29,2,7,63,114,3432,2661,2824,2358,414,3,49,1038,1107,7,672,663,1076,7,612,348,18,0,48,3,0,0,0,24,13,0,12,1341,1483,250,1359,1106,109
37.183.2459,Wake,1-Jul,2756,1940,602,5,62,68,79,203,2553,610,15,2,13,98,64,2146,1632,2158,1802,303,2,51,1019,725,5,409,753,692,5,352,240,19,0,44,2,0,0,0,24,14,0,13,988,1170,217,819,848,274
37.183.2460,Wake,2-Jul,1779,1463,243,6,40,6,21,38,1741,242,12,1,1,28,5,1365,1122,1313,1149,135,2,27,497,535,3,278,374,520,2,253,114,5,1,15,1,1,0,0,8,9,0,10,619,694,160,471,575,107
37.183.2461,Wake,3-Jul,2035,1878,85,2,33,13,24,23,2012,87,3,0,0,11,10,1453,1335,1581,1467,79,1,34,629,637,5,310,553,628,5,281,66,2,0,11,1,0,0,0,9,7,0,18,753,828,147,560,761,113
37.183.2462,Wake,4-Jul,5419,4136,966,15,147,49,106,221,5198,988,31,9,12,166,37,4285,3373,4265,3568,584,10,103,1784,1457,23,1001,1281,1402,23,862,447,33,0,104,4,4,0,2,52,18,0,33,1954,2311,438,1825,1820,182
37.183.2463,Wake,5-Jul,4776,3688,789,19,148,54,78,119,4657,810,30,6,8,54,50,3662,2907,3846,3205,539,7,95,1527,1487,5,827,1056,1428,5,716,434,28,0,77,4,3,0,0,33,28,0,34,1676,2170,404,1406,1717,319
37.183.2464,Wake,6-Jul,4138,3655,218,13,186,25,41,72,4066,217,15,0,4,43,22,2923,2588,3235,2995,154,4,82,1116,1403,2,714,970,1358,2,665,122,10,0,22,2,2,0,0,22,33,0,27,1528,1707,271,1058,1695,211
37.183.2465,Wake,7-Jul,5733,4970,393,10,224,67,69,199,5534,399,26,4,9,116,59,4684,4119,4470,4079,286,3,102,1737,1822,6,905,1473,1778,5,823,228,12,1,45,2,1,0,0,34,31,0,37,1913,2557,329,1309,1709,1123
37.183.2466,Wake,9-Jul,3431,2407,636,11,147,160,70,392,3039,642,16,6,10,210,155,2675,1959,2529,2120,330,5,74,1044,906,6,573,749,869,5,497,256,14,1,59,3,0,0,2,36,23,0,15,1169,1360,335,1160,855,179
37.183.2467,Wake,10-Jul,3942,3061,514,13,224,81,49,198,3744,516,16,2,7,108,74,3404,2668,3228,2767,355,0,106,1135,1165,11,917,835,1113,11,808,268,18,0,69,0,0,0,0,32,34,0,40,1605,1623,503,1932,735,58
37.183.2468,Wake,11-Jul,1373,1264,58,0,41,4,6,30,1343,59,0,0,0,26,4,1097,1008,1193,1120,48,0,25,495,437,0,261,445,434,0,241,41,0,0,7,0,0,0,0,9,3,0,13,583,610,104,278,670,141
37.183.2469,Wake,12-Jul,3142,2542,396,7,118,32,47,185,2957,395,10,3,9,131,31,2613,2124,2323,1996,262,3,62,1072,775,5,471,836,754,5,401,212,5,0,45,0,1,0,2,24,15,0,23,1076,1247,276,976,745,326
37.183.2470,Wake,1-Aug,5421,4443,559,19,269,37,94,158,5263,559,34,4,18,92,33,3996,3320,3935,3438,341,5,151,1377,1611,7,940,1041,1553,6,838,278,10,1,52,4,1,0,0,54,47,0,50,1894,2041,427,1776,1591,141
37.183.2471,Wake,2-Aug,4803,4113,372,6,234,33,45,123,4680,380,20,2,3,83,29,3525,3013,3799,3427,250,3,119,1248,1602,8,941,993,1552,8,874,202,20,0,28,2,1,0,0,51,29,0,39,1877,1922,360,1618,1625,196
37.183.2472,Wake,3-Aug,6791,5696,582,7,357,40,109,172,6619,606,24,9,9,127,28,4781,4051,4545,4034,333,0,178,1355,2134,13,1043,1027,2048,12,947,269,14,1,49,0,0,0,0,59,72,0,47,2234,2311,400,1706,2261,178
37.183.2473,Wake,4-Aug,2229,2060,88,4,45,2,30,19,2210,92,8,2,0,14,2,1519,1410,1477,1388,56,0,33,488,661,5,323,429,644,5,310,49,1,0,6,0,0,0,0,10,16,0,7,725,752,137,421,862,57
37.183.2474,Wake,5-Aug,2455,2281,93,4,60,6,11,40,2415,95,6,0,0,33,6,1755,1628,1860,1747,82,0,31,653,837,1,369,574,823,1,349,69,5,0,8,0,0,0,0,10,9,0,12,907,953,184,513,1080,83
37.183.2475,Wake,6-Aug,3382,2690,429,13,124,60,66,153,3229,434,22,9,9,75,54,2973,2391,2814,2455,287,5,67,924,1079,12,799,673,1039,12,731,222,19,0,46,3,1,0,1,26,20,0,21,1289,1525,378,1725,638,73
37.183.2476,Wake,8-Aug,4936,4351,301,11,183,25,65,133,4803,307,19,6,4,100,22,3242,2866,3103,2811,195,1,96,927,1441,9,726,728,1410,9,664,169,3,0,23,1,0,0,0,29,28,0,39,1510,1593,206,1467,1354,76
