"Key_","County","Precinct","PL00AA_TOT","PL00AA_W_SR","PL00AA_B_SR","PL00AA_NA_SR","PL00AA_API_SR","PL00AA_O_SR","PL00AA_MR","PL00AA_HISP","PL00AA_NONHISP","PL00AA_AP_B","PL00AA_AP_NA","PL00AA_AP_BNA","PL00AA_H_AP_B","PL00AA_HW_SR","PL00AA_HO_SR","PL00VA_TOT","PL00VA_W_SR","PL00VA_B_SR","PL00VA_NA_SR","PL00VA_API_SR","PL00VA_O_SR","PL00VA_MR","PL00VA_HISP","PL00VA_NONHISP","PL00VA_AP_B","PL00VA_AP_NA","PL00VA_AP_BNA","PL00VA_H_AP_B","PL00VA_HW_SR","PL00VA_HO_SR","REG00G_TOT","REG00G_W","REG00G_B","REG00G_NA","REG00G_O","REG00G_D","REG00G_R","REG00G_L","REG00G_U","REG00G_WD","REG00G_WR","REG00G_WL","REG00G_WU","REG00G_BD","REG00G_BR","REG00G_BL","REG00G_BU","REG00G_NAD","REG00G_NAR","REG00G_NAL","REG00G_NAU","REG00G_OD","REG00G_OR","REG00G_OL","REG00G_OU","REG00G_M","REG00G_F","REG00G_1825","REG00G_2640","REG00G_4165","REG00G_66UP","EL98G_USS_D","EL98G_USS_R","EL98G_USS_L","EL00P_SA_D_RC","EL00P_SA_D_PC","EL00P_GOV_D_ME","EL00P_GOV_D_DW","EL00P_GOV_D_O","EL00P_GOV_R_LD","EL00P_GOV_R_AM","EL00P_GOV_R_CN","EL00P_GOV_R_RV","EL00G_GOV_D","EL00G_GOV_R","EL00G_GOV_O","EL00G_CJ_D","EL00G_CJ_R","EL00G_SA_D","EL00G_SA_R","EL00G_USH_D","EL00G_USH_R","EL00G_USH_O","EL00G_NCH_D","EL00G_NCH_R","EL00G_NCH_T","EL00G_NCS_D","EL00G_NCS_R","EL00G_NCS_T"
"37.081.1151","Guilford","Sumner 3",2098,1880,104,15,5,77,17,133,1965,103,17,4,5,43,76,1567,1440,64,7,3,42,11,78,1489,65,8,3,1,30,42,1384,1314,63,3,4,566,622,2,194,505,619,2,188,55,2,0,6,3,0,0,0,3,1,0,0,668,718,130,372,603,283,182,359,12,64,54,102,30,8,79,3,22,62,297,466,8,284,476,230,482,0,651,40,201,517,0,342,0,0
"37.081.1152","Guilford","Sumner 4",2776,2642,53,30,0,36,15,47,2729,56,41,0,0,11,36,2130,2042,37,20,0,23,8,28,2102,38,26,0,0,5,23,1828,1777,43,4,4,578,956,2,292,536,954,2,285,39,1,0,3,2,0,0,2,1,1,0,2,848,979,167,568,801,290,224,503,16,72,49,100,46,6,132,5,24,107,317,729,16,328,707,254,723,0,956,36,217,757,0,401,0,0
"37.081.1153","Guilford","North Clay",4189,3918,180,24,17,18,32,25,4164,180,37,3,2,10,12,3203,3007,131,18,13,15,19,18,3185,131,28,0,0,7,10,3002,2874,112,5,11,1022,1556,9,415,924,1543,9,398,95,6,0,11,2,1,0,2,1,6,0,4,1452,1543,272,743,1509,472,418,747,20,132,107,172,107,17,172,6,60,209,647,1047,25,629,1034,506,1071,0,1483,81,7,1323,0,0,1376,0
"37.081.1154","Guilford","North Washington",1446,1365,45,0,2,25,9,40,1406,46,2,1,2,14,24,1114,1056,34,0,1,18,5,29,1085,35,2,1,0,11,18,908,883,23,1,1,359,421,1,127,340,419,1,123,18,1,0,4,1,0,0,0,0,1,0,0,429,479,66,250,422,170,114,259,6,41,51,74,31,13,55,4,10,44,204,342,7,200,339,161,336,0,485,24,0,443,0,129,343,0
"37.081.1155","Guilford","South Clay",2589,2449,101,12,9,7,11,24,2565,103,15,0,0,18,6,1969,1877,70,7,6,3,6,18,1951,71,9,0,0,15,3,1762,1700,52,3,7,665,870,3,224,614,863,3,220,47,2,0,3,2,1,0,0,2,4,0,1,827,927,138,493,751,371,266,558,20,70,75,114,71,15,78,7,24,73,371,586,18,369,588,306,587,0,829,58,4,716,0,0,767,0
"37.081.1156","Guilford","South Washington",1045,920,100,4,4,9,8,18,1027,101,7,1,0,11,7,811,709,88,3,2,4,5,9,802,88,6,0,0,5,4,570,522,46,0,2,260,218,1,91,215,217,1,89,45,0,0,1,0,0,0,0,0,1,0,1,261,305,58,158,246,105,81,175,7,54,15,52,28,7,23,2,12,21,133,206,4,147,191,124,192,0,295,11,0,252,0,97,202,0
"37.083.1157","Halifax","BUTTERWOOD",550,234,304,12,0,0,0,3,547,303,12,0,1,2,0,423,191,222,10,0,0,0,2,421,221,10,0,1,1,0,222,117,104,0,1,184,21,0,17,88,18,0,11,95,3,0,6,0,0,0,0,1,0,0,0,101,121,9,60,113,40,74,33,1,44,19,57,11,6,2,0,0,0,114,46,0,95,58,98,44,101,44,1,98,0,0,100,0,0
"37.083.1158","Halifax","CONOCONNARA",663,163,484,0,1,13,2,24,639,482,0,0,4,7,13,520,135,380,0,1,4,0,12,508,376,0,0,4,4,4,419,97,321,1,0,387,14,0,18,81,8,0,8,305,6,0,10,1,0,0,0,0,0,0,0,165,254,24,97,185,113,180,33,1,97,48,86,51,12,0,0,1,1,231,36,1,226,38,229,23,229,24,6,240,0,0,239,0,0
"37.083.1159","Halifax","HALIFAX",2838,739,2046,20,8,16,9,30,2808,2045,20,1,4,7,15,2441,642,1752,18,6,16,7,23,2418,1754,18,1,1,5,15,898,343,551,2,2,781,66,0,51,247,56,0,40,530,10,0,11,2,0,0,0,2,0,0,0,388,510,47,234,419,198,362,133,4,167,75,157,99,6,5,0,3,3,479,147,2,448,169,472,126,456,145,11,498,0,0,509,0,0
"37.083.1160","Halifax","HOBGOOD",826,323,481,0,5,10,7,28,798,477,0,0,6,7,10,617,272,333,0,3,7,2,17,600,329,0,0,5,4,7,450,204,246,0,0,390,41,0,19,163,29,0,12,227,12,0,7,0,0,0,0,0,0,0,0,190,260,22,146,186,96,132,58,3,44,34,93,20,10,2,1,1,1,205,61,1,183,76,194,62,190,65,3,211,0,0,211,0,0
"37.083.1161","Halifax","HOLLISTER",3217,163,1443,1502,6,11,92,36,3181,1443,1532,46,13,1,8,2290,125,1042,1052,4,7,60,15,2275,1047,1076,24,5,1,4,1398,94,620,677,7,1255,85,0,58,69,17,0,8,563,34,0,23,616,34,0,27,7,0,0,0,571,827,89,498,621,190,535,79,7,312,122,251,178,18,6,0,2,2,849,56,4,833,68,835,61,841,59,5,843,0,0,847,0,0
"37.083.1162","Halifax","PALMYRA",484,58,415,1,0,5,5,4,480,413,3,0,4,0,0,355,50,298,1,0,4,2,3,352,296,1,0,3,0,0,103,37,65,0,1,88,12,0,3,26,8,0,3,61,4,0,0,0,0,0,0,1,0,0,0,44,59,7,27,43,26,40,27,0,28,12,25,16,3,1,0,0,2,53,26,0,53,26,56,23,55,22,2,66,0,0,67,0,0
"37.083.1163","Halifax","ROSENEATH",641,315,321,1,1,0,3,0,641,322,3,0,0,0,0,485,263,219,1,1,0,1,0,485,220,1,0,0,0,0,318,158,160,0,0,258,45,1,14,113,35,1,9,145,10,0,5,0,0,0,0,0,0,0,0,142,176,17,86,153,62,73,68,1,48,21,43,28,5,4,0,3,2,104,74,1,91,88,95,73,102,66,9,120,0,0,118,0,0
"37.083.1164","Halifax","ROANOKE RAPIDS 11",1483,1069,360,6,13,23,12,30,1453,362,8,0,1,5,19,1028,790,209,3,8,14,4,19,1009,208,5,0,1,3,14,793,659,123,0,11,506,189,0,98,411,163,0,85,91,20,0,12,0,0,0,0,4,6,0,1,327,466,55,226,342,170,116,87,2,50,54,93,31,4,16,1,1,17,249,226,5,177,279,210,227,208,221,20,266,189,18,220,229,0
"37.083.1165","Halifax","ROANOKE RAPIDS 2",667,542,109,6,7,2,1,1,666,110,6,0,0,1,0,485,404,69,4,7,0,1,1,484,70,4,0,0,1,0,351,318,31,2,0,209,92,0,50,182,88,0,48,25,4,0,2,2,0,0,0,0,0,0,0,155,196,17,130,147,57,185,291,10,26,24,39,10,2,4,3,0,5,138,108,3,97,140,97,135,114,116,8,131,119,15,113,125,0
"37.083.1166","Halifax","ROANOKE RAPIDS 3",1641,1476,147,3,2,2,11,9,1632,150,6,0,0,6,2,1219,1117,90,3,2,1,6,8,1211,91,5,0,0,6,1,848,804,37,2,5,601,177,0,70,569,169,0,66,30,3,0,4,2,0,0,0,0,5,0,0,341,507,28,219,358,243,187,222,6,93,79,124,46,16,11,4,3,9,323,236,5,264,291,290,250,256,250,38,344,215,34,300,252,0
"37.083.1167","Halifax","ROANOKE RAPIDS 4",1416,1301,69,4,32,3,7,14,1402,71,8,0,0,12,1,1050,984,40,1,20,0,5,5,1045,41,5,0,0,5,0,714,689,16,3,6,538,121,0,55,517,121,0,51,14,0,0,2,3,0,0,0,4,0,0,2,309,405,35,159,343,177,160,248,4,82,78,145,37,10,11,2,2,5,298,225,5,238,273,257,245,222,257,28,347,194,34,306,208,0
"37.083.1168","Halifax","ROANOKE RAPIDS 5",1777,1377,364,7,1,17,11,28,1749,364,12,0,6,7,15,1246,999,229,5,1,9,3,15,1231,227,8,0,2,5,8,727,645,73,4,5,461,185,0,81,402,173,0,70,55,10,0,8,1,2,0,1,3,0,0,2,287,440,37,263,304,123,116,140,5,45,36,60,19,5,15,1,2,13,261,169,12,199,230,207,209,215,186,20,253,174,40,246,188,0
"37.083.1169","Halifax","ROANOKE RAPIDS 6",1417,1270,92,16,30,0,9,9,1408,94,18,3,0,8,0,1037,938,62,10,21,0,6,4,1033,62,12,2,0,3,0,768,732,33,2,1,490,185,0,93,462,179,0,91,26,5,0,2,2,0,0,0,0,1,0,0,329,439,29,262,325,152,117,198,1,38,43,64,26,4,8,0,3,13,227,223,4,166,274,200,224,188,233,22,252,207,26,218,227,0
"37.083.1170","Halifax","ROANOKE RAPIDS 7",2183,815,1338,9,9,1,11,13,2170,1340,9,3,4,6,0,1559,662,878,4,7,0,8,12,1547,878,4,3,3,6,0,852,324,524,4,0,681,107,0,64,210,73,0,41,468,33,0,23,3,1,0,0,0,0,0,0,298,554,46,282,364,160,240,63,0,61,45,69,43,1,2,1,0,3,373,90,6,343,113,355,98,358,94,11,392,0,0,355,96,0
"37.083.1171","Halifax","ROANOKE RAPIDS 8",2090,1190,865,9,15,9,2,21,2069,864,11,0,1,14,6,1587,964,598,9,10,4,2,11,1576,598,11,0,0,8,3,799,489,303,4,3,608,121,1,69,337,100,1,51,266,19,0,18,3,1,0,0,2,1,0,0,290,509,42,239,322,196,224,113,2,100,56,115,45,7,11,0,4,2,328,135,7,298,167,305,147,294,146,20,295,120,20,315,141,0
"37.083.1172","Halifax","ROANOKE RAPIDS 9",4252,1587,2579,43,11,6,26,21,4231,2585,50,8,3,7,5,3090,1300,1728,32,8,6,16,16,3074,1727,38,7,2,7,5,1768,859,893,14,2,1353,262,1,152,550,210,1,98,790,52,0,51,12,0,0,2,1,0,0,1,714,1054,107,552,827,282,484,206,3,204,86,167,112,9,5,0,0,12,709,226,9,667,264,675,239,693,218,22,774,0,0,711,217,0
"37.083.1173","Halifax","SCOTLAND NECK 1",2666,163,2454,5,3,14,27,47,2619,2448,5,6,25,5,10,1797,144,1620,3,3,7,20,33,1764,1618,3,5,15,5,7,1396,141,1251,1,3,1235,103,0,58,92,34,0,15,1139,69,0,43,1,0,0,0,3,0,0,0,492,904,112,434,575,275,534,51,2,300,69,112,251,16,5,0,1,0,732,60,4,726,68,730,54,745,48,3,754,0,0,748,0,0
"37.083.1174","Halifax","SCOTLAND NECK 2",1601,887,688,0,0,21,5,28,1573,687,2,0,4,3,21,1287,761,512,0,0,12,2,19,1268,508,2,0,4,3,12,1007,717,286,2,2,849,118,0,40,585,101,0,31,261,16,0,9,1,1,0,0,2,0,0,0,413,594,67,200,447,293,244,292,3,172,118,222,85,21,11,0,2,8,389,317,8,311,388,382,282,359,303,28,439,0,0,478,0,0
"37.083.1175","Halifax","ENFIELD 1",2092,377,1693,8,0,9,5,26,2066,1679,9,1,16,0,9,1430,329,1085,5,0,6,5,17,1413,1077,6,1,10,0,6,961,285,668,5,3,859,75,0,27,225,49,0,11,628,24,0,16,3,2,0,0,3,0,0,0,413,548,72,303,408,178,296,115,1,139,77,172,42,14,6,0,0,6,432,98,4,417,109,430,90,422,97,9,459,0,0,467,0,0
"37.083.1176","Halifax","ENFIELD 2",2548,267,2261,1,1,3,15,22,2526,2251,1,4,19,3,0,1840,228,1602,1,1,0,8,10,1830,1597,1,3,8,2,0,1499,162,1331,2,4,1366,73,1,59,130,20,1,11,1230,53,0,48,2,0,0,0,4,0,0,0,583,916,109,476,638,276,554,47,3,272,53,174,148,19,1,1,1,1,715,65,6,700,80,717,53,730,44,7,735,0,0,743,0,0
"37.083.1177","Halifax","ENFIELD 3",1626,435,1148,6,6,22,9,22,1604,1150,6,4,3,0,19,1186,368,792,3,6,11,6,14,1172,791,3,4,3,0,11,917,367,547,1,2,801,80,1,35,293,53,1,20,505,27,0,15,1,0,0,0,2,0,0,0,394,523,60,246,383,228,293,133,2,179,70,180,71,5,6,0,0,4,414,118,8,379,157,418,110,390,132,13,430,0,0,441,0,0
"37.083.1178","Halifax","LITTLETON 1",2476,623,1811,19,4,10,9,23,2453,1806,21,3,9,6,8,1836,519,1288,15,4,3,7,14,1822,1285,17,3,5,6,3,1113,342,760,9,2,978,86,0,49,264,56,0,22,706,29,0,25,7,1,0,1,1,0,0,1,423,690,52,281,504,276,438,122,5,173,99,242,50,12,8,0,0,3,619,136,8,591,151,610,121,609,129,15,634,0,0,634,0,0
"37.083.1179","Halifax","LITTLETON 2",1748,1215,504,6,4,3,16,7,1741,508,7,1,3,0,3,1477,1076,380,5,4,3,9,6,1471,381,5,1,2,0,3,1002,767,232,2,1,709,197,0,96,499,189,0,79,208,8,0,16,2,0,0,0,0,0,0,1,442,560,28,180,465,329,219,321,4,126,89,162,68,15,24,1,2,16,388,333,3,359,357,391,304,361,328,23,440,277,28,470,0,0
"37.083.1180","Halifax","RINGWOOD",2053,212,1756,58,1,16,10,18,2035,1751,63,1,8,5,5,1422,170,1197,38,1,7,9,8,1414,1196,43,1,3,1,4,902,123,748,27,4,792,66,0,44,87,25,0,11,682,38,0,28,21,2,0,4,2,1,0,1,345,557,61,359,385,97,375,52,2,183,100,175,75,20,3,0,2,1,570,54,4,553,70,552,68,563,59,2,585,0,0,570,52,0
"37.083.1181","Halifax","ROANOKE RAPIDS 10",3701,2745,769,23,124,11,29,37,3664,771,26,13,4,18,8,2839,2127,574,19,91,8,20,28,2811,574,22,10,3,15,6,1907,1628,247,8,24,1293,432,2,180,1070,403,2,153,202,21,0,24,5,2,0,1,16,6,0,2,837,1070,69,576,910,352,380,501,13,176,149,254,112,10,35,0,8,34,777,538,13,588,687,638,600,631,603,52,833,517,61,709,574,0
"37.083.1182","Halifax","ROANOKE RAPIDS 11",3210,2196,948,8,27,11,20,20,3190,952,12,2,3,8,9,2334,1637,660,5,17,4,11,12,2322,660,9,0,2,8,2,1458,1040,408,3,7,977,327,1,153,601,310,1,128,371,15,0,22,1,0,0,2,4,2,0,1,653,805,73,439,739,207,262,198,6,144,95,144,89,9,21,3,7,25,590,347,14,498,420,526,386,532,364,29,560,328,37,542,371,0
"37.083.1183","Halifax","WELDON 1",1667,391,1244,5,2,0,25,8,1659,1252,9,1,3,2,0,1103,337,752,3,2,0,9,7,1096,750,6,1,3,2,0,815,275,537,2,1,690,70,0,55,205,43,0,27,483,26,0,28,2,0,0,0,0,1,0,0,298,517,60,245,323,187,263,70,7,98,52,106,52,4,13,0,0,5,349,70,7,331,88,336,78,341,69,12,363,0,0,362,0,0
"37.083.1184","Halifax","WELDON 2",779,295,475,2,2,1,4,7,772,477,2,1,1,4,1,630,262,362,2,2,0,2,6,624,362,2,1,1,4,0,411,172,238,1,0,359,35,0,17,137,26,0,9,222,8,0,8,0,1,0,0,0,0,0,0,161,250,16,88,156,151,153,65,1,97,30,80,58,2,2,0,1,6,179,79,1,162,86,173,72,160,81,7,196,0,0,192,0,0
"37.083.1185","Halifax","WELDON 3",3210,938,2219,14,3,14,22,21,3189,2218,20,2,8,4,8,2335,755,1546,9,2,9,14,12,2323,1549,12,1,2,4,6,1272,388,878,3,3,1053,127,0,92,254,92,0,42,796,34,0,48,3,0,0,0,0,1,0,2,490,782,75,405,590,202,462,110,0,146,67,141,23,9,6,2,4,6,638,154,6,615,168,618,154,639,136,15,689,0,0,686,0,0
"37.083.1186","Halifax","FAUCETT",1848,1058,764,7,4,14,1,22,1826,765,7,0,0,7,14,1417,866,531,5,4,11,0,17,1400,531,5,0,0,5,11,762,477,283,1,1,611,91,1,59,359,77,1,40,251,14,0,18,1,0,0,0,0,0,0,1,333,429,41,201,364,156,195,153,4,109,67,130,45,8,6,0,2,1,331,211,4,289,248,300,217,338,184,15,379,0,0,337,191,0
"37.085.1187","Harnett","ANDERSON CREEK",10409,7066,2371,152,150,362,308,708,9701,2439,219,33,42,286,332,7062,5035,1449,95,116,218,149,418,6644,1455,139,18,23,166,208,4211,3264,798,35,114,1936,1361,7,907,1299,1231,7,727,581,74,0,143,13,13,0,9,43,43,0,28,1945,2266,526,1822,1513,350,541,690,24,200,200,255,153,34,96,5,24,40,754,881,36,696,933,724,879,954,692,16,676,831,0,863,768,0
"37.085.1188","Harnett","AVERASBORO 1",3400,1622,1656,27,9,53,33,128,3272,1663,36,0,10,57,53,2558,1272,1214,21,7,29,15,73,2485,1214,27,0,5,35,29,2127,885,1221,10,11,1503,458,0,166,403,403,0,79,1089,51,0,81,7,2,0,1,4,2,0,5,922,1205,220,593,901,413,482,350,4,184,59,138,130,5,57,0,10,28,643,333,8,566,406,607,350,680,296,3,562,407,0,737,244,0
"37.085.1189","Harnett","AVERASBORO 2",2564,1475,919,55,13,64,38,103,2461,933,65,5,2,29,56,1852,1162,580,39,11,38,22,68,1784,586,46,4,1,23,35,1501,974,510,9,8,871,425,1,204,437,394,1,142,427,27,0,56,4,1,0,4,3,3,0,2,646,855,160,419,612,310,314,424,10,126,56,111,78,10,72,2,4,20,448,364,8,367,438,398,387,502,300,7,352,451,0,599,217,0
"37.085.1190","Harnett","AVERASBORO 3",1771,1061,609,34,17,24,26,38,1733,623,34,3,1,11,20,1295,858,375,25,12,19,6,24,1271,375,25,1,1,4,16,1139,902,213,16,8,587,375,0,177,406,349,0,147,174,18,0,21,4,6,0,6,3,2,0,3,474,665,122,381,436,200,212,307,7,100,47,89,69,10,61,0,6,16,362,250,7,258,344,295,290,409,197,5,278,359,0,452,154,0
"37.085.1191","Harnett","AVERASBORO 4",2387,1643,649,20,17,30,28,66,2321,657,31,2,1,32,28,1871,1340,464,15,12,25,15,47,1824,466,22,2,1,20,24,1740,1370,346,12,12,978,518,3,241,659,497,3,211,307,16,0,23,8,4,0,0,4,1,0,7,745,995,178,449,660,453,295,486,9,174,79,152,135,10,68,1,12,33,459,379,7,351,469,402,395,533,311,0,397,466,0,643,201,0
"37.085.1192","Harnett","AVERASBORO 5",2822,2342,394,28,23,15,20,49,2773,401,32,3,0,30,15,2184,1888,238,22,14,11,11,30,2154,240,24,2,0,17,11,1658,1499,136,9,14,730,698,0,230,612,679,0,208,112,10,0,14,4,3,0,2,2,6,0,6,728,930,139,522,716,281,274,698,16,119,76,106,94,16,112,0,12,38,455,674,15,344,780,411,690,544,589,4,348,783,0,730,411,0
"37.085.1193","Harnett","BARBECUE",9811,7295,1866,61,131,236,222,464,9347,1903,105,15,22,199,207,6759,5183,1201,44,107,127,97,242,6517,1208,76,8,7,102,119,2674,2137,445,8,84,1296,840,1,537,899,786,1,451,369,15,0,61,4,2,0,2,24,37,0,23,1229,1445,291,925,1119,339,597,564,16,164,137,149,171,10,53,6,19,39,927,828,23,833,904,858,852,990,747,21,881,780,0,962,747,0
"37.085.1194","Harnett","BLACK RIVER",8085,5972,1358,38,57,551,109,932,7153,1364,66,15,15,327,548,5936,4518,914,27,42,371,64,639,5297,909,47,10,8,233,370,3471,2920,494,14,43,1659,1238,5,569,1201,1196,5,518,434,21,0,39,9,4,0,1,15,17,0,11,1593,1878,366,1269,1409,427,696,950,25,356,154,342,184,29,127,6,32,78,1099,953,47,933,1129,1014,1011,1202,851,22,829,933,0,1139,904,0
"37.085.1195","Harnett","BUCKHORN",1905,1610,207,9,1,56,22,87,1818,207,19,0,2,22,55,1360,1181,127,9,1,30,12,46,1314,127,14,0,1,12,29,851,799,48,1,3,314,395,1,141,277,391,1,130,36,4,0,8,0,0,0,1,1,0,0,2,393,458,100,281,370,100,123,301,10,48,25,52,35,5,49,2,16,18,189,328,5,156,350,176,331,203,313,4,163,305,0,195,308,0
"37.085.1196","Harnett","DUKE1",1829,1345,426,6,2,33,17,82,1747,424,11,0,9,36,33,1384,1062,282,6,2,20,12,52,1332,278,10,0,7,21,20,1020,859,153,1,7,602,284,1,133,474,270,1,114,125,13,0,15,0,0,0,1,3,1,0,3,448,572,88,275,391,266,194,286,9,83,51,96,56,4,32,0,3,9,300,240,7,236,299,260,253,315,224,4,211,311,0,343,196,0
"37.085.1197","Harnett","DUKE2",1411,1064,274,21,0,29,23,52,1359,282,25,1,0,22,29,1076,834,201,12,0,17,12,33,1043,206,14,1,0,16,17,909,753,150,1,5,541,255,0,113,405,252,0,96,132,2,0,16,1,0,0,0,3,1,0,1,412,497,71,282,362,194,184,245,3,62,25,56,37,6,9,1,1,4,319,222,4,271,260,273,240,344,196,2,245,293,0,360,177,0
"37.085.1198","Harnett","DUKE3",2746,2475,133,62,6,36,34,80,2666,142,78,3,2,41,33,2090,1913,85,49,6,21,16,46,2044,88,57,2,1,24,19,1449,1381,46,16,6,752,540,0,157,704,528,0,149,38,5,0,3,10,2,0,4,0,5,0,1,651,798,131,419,601,298,225,390,9,104,53,109,62,2,45,1,6,18,356,421,15,280,494,307,447,407,374,4,251,529,0,443,341,0
"37.085.1199","Harnett","GROVE 1",4435,3439,628,20,19,267,62,611,3824,626,46,0,12,298,267,3218,2570,425,16,16,160,31,384,2834,415,31,0,10,192,160,1690,1482,190,7,11,802,662,1,225,641,646,1,194,152,9,0,29,4,2,0,1,5,5,0,1,783,907,212,603,657,218,261,446,6,105,64,96,95,8,67,1,14,35,404,488,5,342,536,370,489,468,422,2,315,502,0,463,422,0
"37.085.1200","Harnett","GROVE 2",5040,4146,640,21,12,173,48,303,4737,648,32,2,6,113,171,3763,3185,410,14,11,118,25,210,3553,410,24,0,4,81,118,2056,1851,189,2,14,1022,796,1,237,861,780,1,209,154,10,0,25,1,1,0,0,6,5,0,3,934,1122,241,657,848,310,362,703,7,170,92,159,105,21,105,3,18,42,457,598,9,353,686,395,620,507,548,4,313,704,0,555,487,0
"37.085.1201","Harnett","HECTORS CREEK",3629,2999,420,21,7,142,40,204,3425,425,37,0,5,51,139,2690,2272,275,18,7,99,19,143,2547,281,24,0,0,41,98,1653,1479,159,3,12,800,601,0,252,658,585,0,236,136,12,0,11,2,1,0,0,4,3,0,5,755,898,143,622,685,203,260,488,6,169,110,183,112,16,76,5,28,43,520,618,12,454,664,484,616,603,525,8,475,577,0,550,551,0
"37.085.1202","Harnett","JOHNSONVILLE",7097,4835,1779,56,49,199,179,370,6727,1804,123,24,11,138,183,4774,3367,1125,38,38,112,94,225,4549,1129,80,10,8,93,105,2398,1774,566,14,44,1086,736,3,573,605,690,2,477,461,26,1,78,6,3,0,5,14,17,0,13,1083,1315,292,955,941,210,467,344,13,147,145,146,177,12,60,7,15,54,746,476,37,673,558,680,530,763,468,13,658,485,0,759,460,0
"37.085.1203","Harnett","LILLINGTON",4573,2360,1948,39,27,148,51,269,4304,1956,46,4,10,84,148,3647,1950,1510,29,21,109,28,196,3451,1509,33,4,8,61,109,1852,1323,511,6,12,1254,344,2,252,786,313,1,223,457,26,1,27,3,2,0,1,8,3,0,1,773,1079,172,566,777,337,852,478,17,362,197,281,331,22,41,5,12,38,881,467,14,798,540,860,451,990,359,11,758,462,0,932,390,0
"37.085.1204","Harnett","NEILLS CREEK 1",2252,1857,275,4,16,73,27,132,2120,280,7,4,5,51,72,1669,1416,176,3,11,51,12,89,1580,173,5,2,5,32,50,928,797,122,1,8,514,300,0,114,402,291,0,104,108,6,0,8,0,1,0,0,4,2,0,2,406,522,91,338,387,112,184,203,3,76,50,67,65,8,26,2,14,14,212,236,11,195,256,214,224,247,203,6,156,192,0,238,207,0
"37.085.1205","Harnett","NEILLS CREEK 2",3669,2899,583,12,76,63,36,93,3576,583,17,0,4,20,61,3238,2606,467,7,68,60,30,79,3159,468,12,0,1,15,58,1570,1389,168,2,11,766,525,0,279,619,510,0,260,144,9,0,15,0,1,0,1,3,5,0,3,751,819,255,531,524,260,313,421,5,199,81,165,125,17,63,1,24,48,470,447,8,407,498,452,428,547,369,6,388,441,0,526,374,0
"37.085.1206","Harnett","STEWARTS CREEK",3482,1462,1894,62,5,15,44,33,3449,1904,74,12,4,8,13,2521,1112,1329,45,5,10,20,23,2498,1331,49,7,4,5,10,1362,593,752,9,8,983,255,3,121,293,213,3,84,676,40,0,36,8,1,0,0,6,1,0,1,598,764,126,468,587,181,489,207,7,150,89,108,156,14,16,5,3,8,682,225,6,640,263,665,228,697,203,7,599,248,0,696,200,0
"37.085.1207","Harnett","UPPER LITTLE RIVER 1",5421,4043,1134,28,10,159,47,242,5179,1160,38,0,0,91,148,3907,3005,756,22,7,98,19,150,3757,764,29,0,0,55,95,1936,1690,224,8,14,1363,367,1,205,1156,351,1,182,198,9,0,17,2,2,0,4,7,5,0,2,867,1069,205,580,859,292,538,384,10,298,183,237,300,18,54,1,7,20,746,386,10,670,438,716,358,865,280,4,653,358,0,797,310,0
"37.085.1208","Harnett","UPPER LITTLE RIVER 2",2287,1734,318,18,5,196,16,290,1997,320,29,0,2,90,195,1631,1271,211,11,5,123,10,176,1455,212,18,0,1,51,123,889,769,109,0,11,465,298,0,126,364,293,0,112,94,2,0,13,0,0,0,0,7,3,0,1,402,487,92,301,373,123,166,212,3,87,51,63,90,7,59,2,6,16,271,239,11,234,271,246,253,323,185,5,258,226,0,272,218,0
"37.087.1209","Haywood","Allens Creek",2620,2565,6,18,6,8,17,35,2585,8,24,1,0,22,8,2076,2045,3,11,5,2,10,23,2053,3,15,1,0,17,2,2625,2609,2,5,9,1621,633,2,369,1613,628,2,366,1,0,0,1,2,2,0,1,5,3,0,1,1229,1396,189,688,1137,611,486,397,13,179,115,204,136,9,22,3,9,51,533,349,14,481,386,536,321,435,422,27,521,431,0,528,347,0
"37.087.1210","Haywood","Big Creek",34,34,0,0,0,0,0,0,34,0,0,0,0,0,0,31,31,0,0,0,0,0,0,31,0,0,0,0,0,0,30,30,0,0,0,19,10,0,1,19,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,17,2,5,18,5,8,5,0,5,1,96,41,1,2,1,2,0,8,9,1,10,8,11,7,3,15,0,7,12,0,9,9,0
"37.087.1211","Haywood","Cecil",442,433,0,8,0,1,0,2,440,0,8,0,0,1,1,348,342,0,5,0,1,0,2,346,0,5,0,0,1,1,252,251,0,0,1,94,124,0,34,93,124,0,34,0,0,0,0,0,0,0,0,1,0,0,0,119,133,17,77,116,42,49,83,3,11,7,6,9,3,9,2,6,11,45,124,4,48,118,48,112,37,127,6,41,120,0,0,133,12
"37.087.1212","Haywood","Crabtree",1393,1364,8,3,7,2,9,9,1384,8,11,0,0,7,2,1112,1091,4,3,7,1,6,6,1106,4,9,0,0,5,1,955,954,0,0,1,624,212,0,119,624,212,0,118,0,0,0,0,0,0,0,0,0,0,0,1,465,490,78,255,457,165,283,187,5,82,60,96,76,9,15,2,6,17,391,221,4,359,231,370,207,341,266,10,367,246,0,393,204,0
