"Key_","County","Precinct","PL00AA_TOT","PL00AA_W_SR","PL00AA_B_SR","PL00AA_NA_SR","PL00AA_API_SR","PL00AA_O_SR","PL00AA_MR","PL00AA_HISP","PL00AA_NONHISP","PL00AA_AP_B","PL00AA_AP_NA","PL00AA_AP_BNA","PL00AA_H_AP_B","PL00AA_HW_SR","PL00AA_HO_SR","PL00VA_TOT","PL00VA_W_SR","PL00VA_B_SR","PL00VA_NA_SR","PL00VA_API_SR","PL00VA_O_SR","PL00VA_MR","PL00VA_HISP","PL00VA_NONHISP","PL00VA_AP_B","PL00VA_AP_NA","PL00VA_AP_BNA","PL00VA_H_AP_B","PL00VA_HW_SR","PL00VA_HO_SR","REG00G_TOT","REG00G_W","REG00G_B","REG00G_NA","REG00G_O","REG00G_D","REG00G_R","REG00G_L","REG00G_U","REG00G_WD","REG00G_WR","REG00G_WL","REG00G_WU","REG00G_BD","REG00G_BR","REG00G_BL","REG00G_BU","REG00G_NAD","REG00G_NAR","REG00G_NAL","REG00G_NAU","REG00G_OD","REG00G_OR","REG00G_OL","REG00G_OU","REG00G_M","REG00G_F","REG00G_1825","REG00G_2640","REG00G_4165","REG00G_66UP","EL98G_USS_D","EL98G_USS_R","EL98G_USS_L","EL00P_SA_D_RC","EL00P_SA_D_PC","EL00P_GOV_D_ME","EL00P_GOV_D_DW","EL00P_GOV_D_O","EL00P_GOV_R_LD","EL00P_GOV_R_AM","EL00P_GOV_R_CN","EL00P_GOV_R_RV","EL00G_GOV_D","EL00G_GOV_R","EL00G_GOV_O","EL00G_CJ_D","EL00G_CJ_R","EL00G_SA_D","EL00G_SA_R","EL00G_USH_D","EL00G_USH_R","EL00G_USH_O","EL00G_NCH_D","EL00G_NCH_R","EL00G_NCH_T","EL00G_NCS_D","EL00G_NCS_R","EL00G_NCS_T"
"37.189.2562","Watauga","Laurel Creek",1459,1435,4,2,0,13,5,22,1437,5,5,0,0,9,13,1136,1122,3,2,0,5,4,9,1127,3,5,0,0,4,5,753,752,1,0,0,285,318,0,150,284,318,0,150,1,0,0,0,0,0,0,0,0,0,0,0,373,380,93,218,316,126,195,184,10,32,52,10,9,4,26,1,2,10,209,209,15,189,224,196,207,162,245,13,174,230,0,173,259,0
"37.189.2563","Watauga","Meat Camp",2673,2627,11,6,3,9,17,43,2630,13,17,0,0,38,5,2046,2013,6,5,3,8,11,35,2011,6,15,0,0,30,5,1651,1642,3,2,4,643,680,5,323,636,680,5,321,2,0,0,1,2,0,0,0,3,0,0,1,801,850,224,510,713,204,377,391,23,91,77,43,37,11,43,2,10,42,462,484,30,402,510,418,473,322,575,38,382,539,0,387,580,0
"37.189.2564","Watauga","Boone3",937,868,24,4,29,4,8,30,907,24,9,0,1,24,4,857,800,22,3,23,4,5,22,835,22,5,0,1,17,4,2690,2503,157,3,27,894,929,10,857,762,921,10,810,116,3,0,38,1,0,0,2,15,5,0,7,1301,1389,1368,1076,171,75,201,99,3,54,26,103,85,9,11,0,0,14,339,206,23,276,237,265,245,250,260,25,259,257,0,265,242,0
"37.189.2565","Watauga","New River 1",2471,2365,51,14,21,12,8,38,2433,53,16,0,1,21,9,2150,2072,36,13,15,10,4,35,2115,36,15,0,1,19,9,1868,1827,28,3,10,713,708,3,444,685,702,3,437,21,3,0,4,0,2,0,1,7,1,0,2,957,911,438,803,466,161,302,233,17,68,50,58,91,6,26,1,17,32,351,233,34,318,259,304,245,262,289,36,307,281,0,296,290,0
"37.189.2566","Watauga","New River 2",2200,2104,18,3,21,40,14,89,2111,18,11,0,0,53,35,1796,1725,12,2,15,31,11,70,1726,12,8,0,0,39,30,1769,1749,12,1,7,644,700,5,420,630,695,5,419,11,0,0,1,1,0,0,0,2,5,0,0,889,880,324,642,609,194,365,369,27,88,63,95,84,12,73,2,19,40,425,366,37,362,422,365,389,297,463,32,326,447,0,351,451,0
"37.189.2567","Watauga","New River 3",4177,3989,76,14,34,26,38,81,4096,90,30,0,2,60,11,3352,3225,58,12,25,12,20,57,3295,62,23,0,0,45,6,2793,2738,36,4,15,1023,1127,11,632,983,1120,11,624,31,3,0,2,2,1,0,1,7,3,0,5,1309,1484,608,969,888,328,536,548,29,111,108,125,130,19,102,3,14,72,603,549,54,509,621,509,588,414,674,58,472,669,0,514,688,0
"37.189.2568","Watauga","North Fork",222,221,0,1,0,0,0,2,220,0,1,0,0,2,0,166,165,0,1,0,0,0,1,165,0,1,0,0,1,0,149,149,0,0,0,31,95,1,22,31,95,1,22,0,0,0,0,0,0,0,0,0,0,0,0,79,70,20,48,63,18,16,40,1,0,0,0,0,0,0,0,0,0,23,64,1,20,66,14,69,13,77,1,17,70,0,16,74,0
"37.189.2569","Watauga","Shawneehaw",675,664,0,0,1,6,4,11,664,2,2,0,0,6,5,520,514,0,0,1,3,2,6,514,1,1,0,0,4,2,398,395,0,0,3,148,188,0,62,147,186,0,62,0,0,0,0,0,0,0,0,1,2,0,0,189,209,40,112,191,55,84,114,13,29,19,17,28,4,19,1,5,13,110,149,7,104,153,102,146,90,166,6,107,164,0,96,190,0
"37.189.2570","Watauga","Stony Fork",2061,1999,18,8,9,16,11,31,2030,21,14,0,0,25,6,1580,1536,14,6,5,11,8,24,1556,15,11,0,0,18,6,1024,1015,4,0,5,302,539,1,182,296,539,1,179,3,0,0,1,0,0,0,0,3,0,0,2,485,539,133,374,394,123,216,386,16,53,43,51,69,4,38,1,11,47,237,482,22,226,492,232,472,200,514,15,203,479,0,213,515,0
"37.189.2571","Watauga","Watauga",2914,2844,18,8,5,17,22,29,2885,20,19,0,0,13,14,2326,2274,13,5,5,14,15,24,2302,13,14,0,0,9,13,1710,1695,8,3,4,551,761,15,383,542,758,15,380,7,1,0,0,1,0,0,2,1,2,0,1,798,912,209,543,738,220,385,448,32,52,65,68,68,15,48,4,20,67,483,544,51,428,580,416,563,367,619,54,411,629,0,409,631,0
"37.189.2572","Watauga","Beech Mtn",297,289,0,0,0,0,8,3,294,0,2,0,0,3,0,259,251,0,0,0,0,8,2,257,0,2,0,0,2,0,228,227,1,0,0,68,106,0,54,68,106,0,53,0,0,0,1,0,0,0,0,0,0,0,0,121,107,19,69,101,39,36,58,5,1,7,6,5,0,15,0,1,17,56,92,5,58,89,54,86,48,99,7,57,97,0,55,108,0
"37.191.2573","Wayne","Precinct 1",3564,2490,944,20,14,79,17,90,3474,944,23,4,2,10,77,2647,1902,681,11,8,36,9,44,2603,681,14,4,1,6,36,2014,1441,561,2,10,1234,596,0,184,714,582,0,145,515,10,0,36,2,0,0,0,3,4,0,3,879,1135,180,561,894,379,298,282,6,149,67,208,60,15,74,2,18,33,565,505,9,488,559,525,485,476,559,8,0,620,0,630,415,0
"37.191.2574","Wayne","Precinct 2",4224,3283,807,16,13,78,27,144,4080,818,19,0,3,65,74,3043,2416,554,11,8,45,9,80,2963,556,14,0,1,35,43,2045,1706,328,4,7,1024,831,4,186,735,808,4,159,288,18,0,22,0,3,0,1,1,2,0,4,930,1115,198,691,876,280,337,398,8,114,74,128,64,14,83,2,18,25,427,555,16,351,610,380,561,366,589,14,0,696,0,522,452,0
"37.191.2575","Wayne","Precinct 3",3776,3269,333,14,18,103,39,189,3587,338,19,0,3,65,99,2758,2438,209,9,14,70,18,126,2632,210,12,0,0,47,70,2026,1901,96,4,25,913,853,3,257,825,830,3,243,78,6,0,12,1,3,0,0,9,14,0,2,930,1096,250,652,887,237,305,361,7,99,66,125,39,17,101,0,18,38,312,588,12,237,640,260,600,199,680,14,0,738,0,399,496,0
"37.191.2576","Wayne","Precinct 4",4438,3749,571,9,48,23,38,88,4350,570,15,3,4,52,17,3234,2761,399,8,40,14,12,47,3187,400,13,1,1,30,12,2310,2046,242,5,17,1035,999,4,272,817,976,4,249,212,8,0,22,3,2,0,0,3,13,0,1,1088,1222,224,829,976,281,169,421,16,139,81,166,58,20,129,1,27,50,451,755,18,340,840,381,771,300,881,12,0,917,0,535,648,0
"37.191.2577","Wayne","Precinct 5",3738,3343,289,8,43,26,29,60,3678,290,13,5,2,33,23,2753,2480,198,6,36,17,16,41,2712,197,10,2,1,22,17,2288,2092,161,4,31,913,1085,0,290,768,1064,0,260,136,9,0,16,2,0,0,2,7,12,0,12,1100,1188,194,729,1108,257,304,360,7,129,76,143,60,15,131,2,25,34,420,569,12,307,660,327,615,287,706,6,0,753,0,496,491,0
"37.191.2578","Wayne","Precinct 6",3421,2329,971,8,46,26,41,57,3364,989,14,3,2,27,25,2597,1830,691,8,36,15,17,37,2560,694,10,1,2,19,14,2067,1574,474,2,17,1077,763,2,225,643,745,1,185,425,12,1,36,1,1,0,0,8,5,0,4,939,1128,211,572,1003,281,428,754,13,154,98,188,64,14,69,2,18,37,408,420,5,347,463,381,410,346,452,9,293,415,4,468,348,0
"37.191.2579","Wayne","Precinct 7",4991,3778,1031,11,49,76,46,106,4885,1046,17,6,2,33,69,3546,2749,691,10,40,38,18,63,3483,691,16,4,2,23,37,2472,2044,398,4,26,1135,1026,5,306,785,990,5,264,340,21,0,37,1,2,0,1,9,13,0,4,1148,1324,255,847,1137,233,392,464,9,164,111,234,69,22,70,5,12,35,518,737,14,393,807,445,708,439,728,17,0,891,0,656,582,0
"37.191.2580","Wayne","Precinct 8",3931,3494,362,18,22,17,18,100,3831,352,30,0,13,75,11,2909,2612,244,14,17,8,14,67,2842,241,25,0,5,54,7,1793,1639,134,2,18,778,767,5,243,668,752,5,214,105,8,0,21,0,2,0,0,5,5,0,8,819,974,210,553,855,175,322,380,8,86,74,121,37,18,84,1,19,19,272,479,13,189,548,219,497,153,577,10,95,552,3,330,412,0
"37.191.2581","Wayne","Precinct 9",5042,3341,1501,41,33,88,38,141,4901,1509,52,7,2,41,87,4115,2638,1334,39,27,57,20,97,4018,1336,47,2,2,30,56,1886,1674,197,1,14,892,781,0,213,722,758,0,194,168,12,0,17,1,0,0,0,1,11,0,2,872,1014,197,598,818,273,455,538,11,125,86,149,64,9,89,2,15,29,341,489,6,247,563,298,491,222,590,5,0,658,0,396,426,0
"37.191.2582","Wayne","Precinct 10",3039,738,2229,4,13,9,46,30,3009,2237,10,14,12,8,8,2158,623,1490,4,9,5,27,15,2143,1489,8,12,6,3,5,1826,573,1236,1,16,1320,323,0,183,246,261,0,66,1069,53,0,114,0,1,0,0,5,8,0,3,724,1102,205,496,765,360,239,282,6,184,126,208,129,18,48,0,13,14,490,206,6,476,215,489,198,478,201,5,471,202,0,520,181,0
"37.191.2583","Wayne","Precinct 11",3140,1565,1439,3,50,32,51,61,3079,1448,23,9,3,27,30,2432,1364,975,2,38,21,32,44,2388,977,15,6,3,19,21,1695,1039,626,2,28,1006,496,1,192,458,465,1,115,539,25,0,62,1,0,0,1,8,6,0,14,702,993,179,454,689,373,269,318,6,137,85,180,57,7,64,3,9,24,329,279,13,295,308,323,272,315,283,7,222,310,1,379,227,0
"37.191.2584","Wayne","Precinct 12",3797,2381,1126,12,158,54,66,108,3689,1131,15,5,20,31,47,2896,1902,802,9,121,37,25,77,2819,800,12,2,8,25,37,2286,1642,601,3,40,1113,840,3,330,589,801,2,250,515,26,1,59,1,1,0,1,8,12,0,20,1039,1247,203,624,1108,351,320,379,8,176,111,222,87,9,81,2,20,39,472,461,5,404,516,441,460,432,466,8,482,357,8,552,373,0
"37.191.2585","Wayne","Precinct 13",3219,1506,1439,12,61,140,61,239,2980,1443,19,13,7,75,137,2269,1074,1029,10,43,83,30,156,2113,1025,13,10,5,56,83,1725,883,803,3,36,990,492,1,242,278,446,1,158,695,31,0,77,2,1,0,0,15,14,0,7,746,979,189,567,786,183,251,297,6,159,97,186,71,9,26,1,3,11,407,242,6,387,261,393,239,367,278,6,441,196,14,431,221,0
"37.191.2586","Wayne","Precinct 14",3167,2729,296,5,42,56,39,147,3020,297,11,4,6,71,56,2398,2096,212,3,33,30,24,100,2298,214,9,2,3,59,30,2286,2085,169,0,32,953,1046,3,284,805,1022,3,255,141,9,0,19,0,0,0,0,7,15,0,10,1087,1199,200,520,1244,322,265,314,6,174,88,179,112,16,132,1,45,68,381,747,6,270,826,334,731,268,846,6,540,540,14,613,494,0
"37.191.2587","Wayne","Precinct 15",4851,3416,587,14,37,729,68,927,3924,591,27,7,0,161,723,3577,2606,417,11,32,473,38,601,2976,418,22,4,0,105,469,2132,1877,217,3,35,1003,862,5,262,802,829,5,241,184,16,0,17,2,1,0,0,15,16,0,4,966,1166,260,656,946,270,396,468,9,116,77,110,115,13,91,3,12,34,357,604,19,268,663,334,558,260,697,8,428,493,10,560,409,0
"37.191.2588","Wayne","Precinct 16",3560,2680,708,13,35,84,40,124,3436,720,21,0,2,36,80,2685,2103,465,10,27,58,22,85,2600,468,17,0,1,25,57,1913,1620,267,3,23,945,724,0,244,716,696,0,208,219,17,0,31,3,0,0,0,7,11,0,5,889,1024,193,588,893,239,297,351,7,139,92,191,46,15,100,0,15,31,314,349,11,251,408,275,370,216,441,5,326,325,11,346,317,0
"37.191.2589","Wayne","Precinct 17",3174,695,2334,10,25,49,61,115,3059,2342,21,12,17,44,47,2335,649,1580,8,18,41,39,93,2242,1585,14,6,10,37,39,1519,196,1304,6,13,1200,146,3,170,75,78,0,43,1117,62,3,122,3,1,0,2,5,5,0,3,566,953,221,521,557,220,258,305,6,158,106,171,114,12,2,0,4,3,438,28,4,432,35,436,29,441,28,1,426,35,0,423,41,0
"37.191.2590","Wayne","Precinct 18",3006,701,2211,6,9,33,46,67,2939,2223,12,7,11,19,32,2162,599,1498,3,7,27,28,52,2110,1501,8,3,10,15,26,1655,495,1146,3,11,1175,243,1,236,225,184,0,86,943,56,1,146,1,0,0,2,6,3,0,2,615,1040,186,578,642,249,239,283,6,125,92,142,82,8,15,0,1,11,365,81,11,347,99,354,91,361,83,4,362,80,6,360,89,0
"37.191.2591","Wayne","Precinct 19",3440,1102,2215,24,29,35,35,92,3348,2214,27,9,14,41,31,2712,815,1816,20,23,24,14,64,2648,1812,21,4,8,31,22,1515,267,1226,1,21,1198,155,0,162,91,111,0,65,1094,41,0,91,0,1,0,0,13,2,0,6,600,915,156,451,595,313,300,355,7,355,91,304,179,9,6,0,0,3,537,52,4,535,58,538,54,546,45,1,533,52,0,537,54,0
"37.191.2592","Wayne","Precinct 20",2984,411,2525,5,8,13,22,41,2943,2519,5,7,17,13,11,2049,343,1674,5,7,10,10,23,2026,1673,5,4,6,9,8,1676,324,1338,3,11,1325,180,1,170,169,124,0,31,1144,55,1,138,3,0,0,0,9,1,0,1,580,1096,205,457,700,314,227,268,5,220,91,212,121,9,10,0,5,15,473,72,7,446,99,456,83,460,78,4,481,53,6,463,83,0
"37.191.2593","Wayne","Precinct 21",3227,1662,1405,9,49,33,69,83,3144,1422,14,5,16,31,26,2301,1272,931,4,43,21,30,44,2257,937,9,4,6,17,18,1622,1026,581,1,14,1031,409,2,180,535,374,1,116,489,30,1,61,0,1,0,0,7,4,0,3,669,953,151,386,647,438,255,301,6,230,124,247,109,29,49,1,14,25,414,317,7,404,317,429,276,406,302,7,520,187,9,514,212,0
"37.191.2594","Wayne","Precinct 22",2987,1893,894,13,83,38,66,72,2915,914,14,10,10,27,31,2390,1653,596,11,68,28,34,49,2341,607,12,4,3,21,21,1864,1442,380,2,40,994,634,1,235,682,597,1,162,294,22,0,64,0,1,0,1,18,14,0,8,759,1105,181,517,685,481,264,312,6,169,80,180,89,5,68,2,8,38,347,379,8,293,424,336,353,261,445,8,460,240,17,496,225,0
"37.191.2595","Wayne","Precinct 23",5803,3967,1325,40,144,162,165,356,5447,1365,62,14,22,175,137,3952,2793,861,26,107,96,69,207,3745,872,42,5,9,94,91,2136,1558,526,6,46,916,832,3,385,492,777,3,286,405,36,0,85,3,1,0,2,16,18,0,12,913,1223,296,865,809,166,437,517,10,93,68,105,57,11,62,2,9,19,342,398,4,313,421,342,388,282,451,6,387,346,3,382,358,0
"37.191.2596","Wayne","Precinct 24",3959,3556,228,14,6,119,36,187,3772,233,22,1,4,46,118,2960,2688,157,12,4,77,22,127,2833,156,19,1,4,34,77,1926,1800,110,2,14,995,773,0,158,891,764,0,145,94,5,0,11,2,0,0,0,8,4,0,2,887,1039,197,564,871,294,280,632,9,157,119,199,75,26,132,2,9,25,453,642,6,326,723,397,613,288,783,6,555,495,9,633,442,0
"37.191.2597","Wayne","Precinct 25",3291,2435,771,8,9,49,19,84,3207,775,13,4,0,33,48,2653,2011,580,6,7,34,15,55,2598,582,10,4,0,19,34,1790,1579,196,3,12,998,626,1,165,822,605,1,151,173,11,0,12,2,1,0,0,1,9,0,2,771,1019,164,426,768,432,963,718,12,200,88,206,105,16,98,0,10,36,444,422,9,338,495,401,413,291,567,2,459,372,3,544,303,0
"37.191.2598","Wayne","Precinct 26",3986,1823,1792,11,14,315,31,381,3605,1797,17,8,7,68,306,2823,1373,1198,10,13,209,20,246,2577,1199,14,7,4,38,204,1944,1002,912,7,23,1214,482,1,247,414,434,1,153,782,40,0,90,6,1,0,0,12,7,0,4,880,1064,210,579,908,247,312,369,7,172,115,212,74,21,43,1,6,20,469,234,11,438,261,451,237,400,293,5,469,217,1,499,204,0
"37.191.2599","Wayne","Precinct 27",3254,1067,1963,20,10,132,62,225,3029,1961,24,26,21,62,132,2340,822,1361,10,9,100,38,159,2181,1357,13,18,13,40,100,1394,527,848,3,16,940,288,1,165,191,246,1,89,740,36,0,72,1,2,0,0,8,4,0,4,593,801,186,420,656,132,1155,1106,33,34,101,181,56,11,19,1,4,6,387,108,6,367,132,371,119,354,140,6,372,117,0,374,127,0
"37.191.2600","Wayne","Precinct 28",6514,3769,1791,31,39,805,79,1103,5411,1797,58,3,14,249,803,4528,2807,1096,22,29,535,39,709,3819,1099,41,3,2,154,535,2397,1760,598,9,30,1192,882,2,321,665,837,2,256,510,35,0,53,4,1,0,4,13,9,0,8,1088,1309,268,813,1053,263,228,310,1,153,93,170,86,20,83,1,21,28,452,519,15,388,575,421,511,338,622,11,474,483,5,545,422,0
"37.191.2601","Wayne","Precinct 29",2915,1561,1252,7,28,26,41,75,2840,1260,9,11,2,46,18,2319,1378,867,5,23,19,27,53,2266,873,7,7,1,29,15,1893,1228,639,5,21,1221,475,0,197,666,438,0,124,545,25,0,69,4,1,0,0,6,11,0,4,785,1108,152,532,727,482,256,303,6,204,118,214,107,20,55,5,5,25,492,274,6,435,321,480,269,459,271,9,547,200,6,539,228,0
"37.191.2602","Wayne","Precinct 30",2891,719,2083,6,8,54,21,112,2779,2072,12,1,17,32,54,2146,565,1514,6,6,40,15,79,2067,1507,11,1,8,22,40,1894,520,1368,1,5,1550,222,1,121,307,168,1,44,1239,53,0,76,1,0,0,0,3,1,0,1,743,1151,192,527,799,376,237,281,6,213,155,265,11,34,10,1,3,4,651,122,8,626,145,644,125,601,161,6,638,120,0,662,105,0
"37.193.2603","Wilkes","Antioch",1104,1010,77,2,0,14,1,25,1079,74,2,0,3,8,14,803,734,55,1,0,12,1,19,784,54,1,0,1,6,12,561,527,34,0,0,257,233,0,71,227,231,0,69,30,2,0,2,0,0,0,0,0,0,0,0,266,295,54,174,243,90,128,133,2,30,21,35,21,2,23,1,3,33,162,160,3,152,152,149,147,123,177,8,0,205,0,0,147,0
"37.193.2604","Wilkes","Boomer",2132,1836,259,4,5,19,9,24,2108,259,8,0,0,5,18,1625,1396,204,3,4,13,5,13,1612,204,5,0,0,0,13,1137,1005,130,0,2,456,553,0,128,361,531,0,113,95,21,0,14,0,0,0,0,0,1,0,1,542,595,126,292,551,168,249,266,13,39,38,38,45,7,61,5,31,80,289,337,7,243,368,259,339,221,384,16,0,390,0,0,364,0
"37.193.2605","Wilkes","Brushy Mountain",524,508,10,0,0,2,4,5,519,10,0,0,0,1,2,426,416,4,0,0,2,4,5,421,4,0,0,0,1,2,346,346,0,0,0,108,188,0,50,108,188,0,50,0,0,0,0,0,0,0,0,0,0,0,0,182,164,25,78,185,58,75,128,6,18,8,21,15,1,59,1,12,40,92,168,2,70,178,74,155,60,178,8,0,175,0,0,161,0
"37.193.2606","Wilkes","Cricket",2641,2473,7,3,2,149,7,283,2358,7,5,1,0,136,146,2114,1991,5,3,1,108,6,207,1907,5,5,0,0,98,108,1437,1429,3,0,5,483,757,0,197,478,754,0,197,3,0,0,0,0,0,0,0,2,3,0,0,662,775,169,384,622,262,233,338,14,44,41,49,36,5,81,3,35,128,341,382,10,280,434,284,399,228,457,19,0,489,0,0,427,0
"37.193.2607","Wilkes","Edwards 1",1612,1564,37,2,0,8,1,25,1587,37,3,0,0,17,8,1245,1206,32,1,0,5,1,16,1229,32,2,0,0,11,5,877,843,30,0,4,219,551,0,107,192,549,0,102,26,1,0,3,0,0,0,0,1,1,0,2,415,462,94,249,384,150,124,246,11,29,25,52,12,4,64,1,23,99,200,360,4,157,378,159,356,128,400,13,0,387,0,0,360,0
"37.193.2608","Wilkes","Edwards 2",1473,1345,106,1,1,13,7,38,1435,108,4,0,1,22,13,1122,1020,86,1,1,11,3,27,1095,86,3,0,1,15,11,799,734,64,0,1,252,455,0,92,206,441,0,87,46,13,0,5,0,0,0,0,0,1,0,0,391,408,92,218,361,128,196,276,10,34,30,41,32,3,55,5,14,91,214,269,9,176,301,170,283,153,310,8,0,319,0,0,303,0
"37.193.2609","Wilkes","Edwards 3",3876,3820,13,1,4,19,19,49,3827,14,7,0,0,25,19,3049,3009,11,1,2,16,10,32,3017,11,7,0,0,15,16,2244,2241,2,0,1,685,1311,1,247,683,1310,1,247,1,1,0,0,0,0,0,0,1,0,0,0,1036,1208,208,559,974,503,459,724,19,78,52,85,55,4,147,6,79,156,490,933,19,421,975,417,940,346,1010,27,0,1026,0,0,974,0
"37.193.2610","Wilkes","Fairplains",2740,2318,316,6,11,64,25,157,2583,323,12,3,0,91,61,2120,1812,241,5,8,38,16,99,2021,241,10,3,0,58,37,1435,1240,191,0,4,528,701,1,205,371,686,1,182,155,15,0,21,0,0,0,0,2,0,0,2,654,781,165,401,600,269,233,338,14,55,54,91,26,5,66,4,23,105,356,349,13,312,369,318,336,260,387,23,0,447,0,0,373,0
"37.193.2611","Wilkes","Jobs Cabin",457,452,0,0,3,0,2,0,457,0,2,0,0,0,0,375,370,0,0,3,0,2,0,375,0,2,0,0,0,0,295,294,0,0,1,96,152,0,47,95,152,0,47,0,0,0,0,0,0,0,0,1,0,0,0,144,151,28,84,145,38,42,70,1,9,11,12,9,2,11,2,4,24,62,91,3,52,99,55,90,46,104,2,0,106,0,0,99,0
"37.193.2612","Wilkes","Millers Creek",2706,2657,2,0,17,20,10,59,2647,5,2,0,0,40,16,2105,2072,2,0,12,13,6,41,2064,3,2,0,0,29,11,1612,1604,2,0,6,492,921,3,196,486,919,3,196,0,2,0,0,0,0,0,0,6,0,0,0,771,841,180,441,758,233,311,337,23,80,46,81,71,4,127,5,49,166,371,472,15,280,533,297,490,257,552,20,0,641,0,0,545,0
"37.193.2613","Wilkes","Moravian Falls",2800,2572,104,0,6,85,33,137,2663,116,1,7,0,51,84,2144,1990,83,0,5,49,17,84,2060,86,1,3,0,33,49,1557,1513,35,0,9,448,897,3,209,421,888,3,201,24,5,0,6,0,0,0,0,3,4,0,2,764,793,169,427,717,244,269,389,20,50,42,67,38,4,114,7,23,134,304,536,10,250,566,244,552,209,583,23,0,596,0,0,538,0
"37.193.2614","Wilkes","Mulberry 1",943,934,1,1,0,1,6,4,939,1,7,0,0,4,0,770,762,1,1,0,1,5,3,767,1,6,0,0,3,0,575,574,0,0,1,143,355,0,77,142,355,0,77,0,0,0,0,0,0,0,0,1,0,0,0,273,302,70,158,258,89,78,154,7,86,54,17,14,1,40,3,8,36,112,211,7,77,235,81,217,60,249,2,0,256,0,0,222,0
"37.193.2615","Wilkes","Mulberry 2",1715,1682,7,0,0,23,3,29,1686,7,3,0,0,8,21,1343,1323,4,0,0,13,3,15,1328,4,3,0,0,4,11,1062,1051,6,0,5,269,661,0,132,265,655,0,131,4,1,0,1,0,0,0,0,0,5,0,0,511,551,122,276,505,159,191,305,14,9,16,42,30,2,76,6,36,108,219,398,11,172,431,163,419,126,458,12,0,493,0,0,417,0
"37.193.2616","Wilkes","Mulberry 3",3651,3592,19,4,5,9,22,29,3622,29,11,0,0,16,9,2776,2743,12,1,4,5,11,21,2755,14,8,0,0,15,5,2068,2048,10,2,8,537,1267,0,264,526,1263,0,259,7,0,0,3,1,0,0,1,3,4,0,1,974,1094,214,586,875,393,394,629,29,35,34,60,67,3,154,6,55,204,431,697,17,311,767,317,718,263,791,22,0,847,0,0,703,0
"37.193.2617","Wilkes","New Castle",1689,1545,84,6,1,38,15,66,1623,85,16,0,0,25,38,1325,1218,65,4,1,27,10,43,1282,65,10,0,0,13,27,894,855,37,0,2,292,498,0,104,259,493,0,103,32,4,0,1,0,0,0,0,1,1,0,0,413,481,101,228,421,144,183,270,8,66,52,50,30,5,46,4,28,91,230,356,4,196,375,183,368,157,400,10,0,411,0,0,382,0
"37.193.2618","Wilkes","North Wilkesboro",4114,3230,572,15,50,175,72,464,3650,598,28,5,11,253,166,3137,2552,388,12,36,113,36,286,2851,395,25,3,7,157,110,2272,1995,259,0,18,1073,885,5,309,852,863,5,275,213,16,0,30,0,0,0,0,8,6,0,4,995,1277,213,644,929,486,819,644,33,30,31,146,107,5,75,6,23,193,527,402,23,433,460,426,423,346,493,35,0,590,0,0,461,0
"37.193.2619","Wilkes","Reddies River",5902,5735,7,8,3,112,37,172,5730,14,15,4,0,50,107,4535,4421,6,6,3,72,27,113,4422,9,12,4,0,32,71,3162,3149,0,2,11,927,1805,9,421,922,1800,9,418,0,0,0,0,0,1,0,1,5,4,0,2,1509,1653,360,986,1375,441,499,724,31,113,83,121,93,7,214,8,45,291,648,945,27,535,1030,534,991,479,1037,44,0,1172,0,0,1018,0
"37.193.2620","Wilkes","Rock Creek 1",2827,2769,13,0,9,22,14,47,2780,16,0,1,0,17,22,2161,2125,9,0,8,12,7,30,2131,9,0,1,0,12,12,1542,1535,2,0,5,418,927,0,197,416,922,0,197,1,1,0,0,0,0,0,0,1,4,0,0,768,774,189,445,688,220,291,431,16,99,93,68,35,3,135,3,23,165,324,530,5,267,548,242,541,187,604,15,0,610,0,0,554,0
"37.193.2621","Wilkes","Rock Creek 2",3048,2941,65,9,1,10,22,33,3015,78,15,0,0,21,10,2300,2233,48,5,1,5,8,22,2278,50,9,0,0,16,5,1504,1477,25,0,2,442,884,1,177,422,880,1,174,19,3,0,3,0,0,0,0,1,1,0,0,735,769,188,422,649,245,310,459,18,45,44,43,45,2,78,5,25,143,325,478,11,280,497,280,469,232,533,12,0,560,0,0,489,0
"37.193.2622","Wilkes","Somers",989,976,1,3,1,4,4,4,985,2,6,0,0,0,4,760,752,1,3,1,2,1,2,758,1,4,0,0,0,2,646,644,0,0,2,87,507,0,52,87,505,0,52,0,0,0,0,0,0,0,0,0,2,0,0,306,340,59,168,310,109,61,292,6,46,39,11,4,4,58,0,26,107,77,350,8,65,356,68,337,35,377,7,0,355,0,0,351,0
"37.193.2623","Wilkes","Traphill 1",1249,1217,12,2,0,11,7,15,1234,13,7,0,0,3,11,940,914,11,1,0,7,7,11,929,12,6,0,0,3,7,610,602,7,0,1,150,376,0,84,145,376,0,81,5,0,0,2,0,0,0,0,0,0,0,1,303,307,66,170,271,103,96,186,10,5,16,13,11,0,44,1,9,51,124,243,2,104,252,106,231,89,251,8,0,248,0,0,247,0
"37.193.2624","Wilkes","Traphill 2",1832,1803,8,1,0,10,10,15,1817,8,8,0,0,4,10,1410,1384,8,1,0,8,9,13,1397,8,8,0,0,4,8,827,826,1,0,0,214,490,0,123,213,490,0,123,1,0,0,0,0,0,0,0,0,0,0,0,390,437,80,255,353,139,110,224,4,15,18,21,15,1,25,2,14,53,179,353,9,160,371,157,966,130,386,11,0,363,0,0,369,0
